item_id,name,category,subcategory,width_cm,depth_cm,height_cm,mass_kg,temp_requirement,lot_number,current_location,orientation_allowed,hazardous_class,tags_id,priority,expiry_date,maximum_uses,current_uses,usage_remaining,usage_frequency,preferred_zone,status
000334,Carbon_Dioxide_Scrubbers_041,Essential_Supplies,Carbon_Dioxide_Scrubbers,112.5,39.5,199.0,87.13,AMBIENT,LOT2025-236,,True,NONE,"[""BAR916814"", ""RFID39855"", ""QR7759""]",85,N/A,,0,,0.44,Life_Support,ACTIVE
000335,Carbon_Dioxide_Scrubbers_042,Essential_Supplies,Carbon_Dioxide_Scrubbers,110.1,85.6,198.1,19.1,AMBIENT,LOT2025-738,,True,NONE,"[""BAR303586"", ""RFID45349"", ""QR3084""]",94,N/A,,0,,0.04,Life_Support,ACTIVE
000336,Carbon_Dioxide_Scrubbers_043,Essential_Supplies,Carbon_Dioxide_Scrubbers,48.9,83.2,103.6,91.72,AMBIENT,LOT2026-976,,True,NONE,"[""BAR741233""]",79,N/A,,0,,0.29,Life_Support,ACTIVE
000337,Carbon_Dioxide_Scrubbers_044,Essential_Supplies,Carbon_Dioxide_Scrubbers,118.7,132.8,63.3,57.87,AMBIENT,LOT2026-894,,True,NONE,"[""BAR358635"", ""RFID66917""]",94,N/A,,0,,0.45,Life_Support,ACTIVE
000338,Water_Filtration_System_001,Essential_Supplies,Water_Filtration_System,101.0,30.5,218.3,88.55,COLD,LOT2025-830,,True,NONE,"[""BAR936782"", ""RFID22844""]",97,N/A,,0,,0.14,Life_Support,ACTIVE
000339,Waste_Disposal_Systems_001,Essential_Supplies,Waste_Disposal_Systems,191.5,41.6,79.2,78.42,COLD,LOT2024-721,,True,NONE,"[""BAR581592""]",70,N/A,,0,,0.03,Life_Support,ACTIVE
000340,Waste_Disposal_Systems_002,Essential_Supplies,Waste_Disposal_Systems,178.6,75.7,178.0,45.71,AMBIENT,LOT2024-395,,True,PRESSURIZED,"[""BAR824304"", ""RFID14287"", ""QR5420""]",94,N/A,,0,,0.36,Life_Support,ACTIVE
000341,Waste_Disposal_Systems_003,Essential_Supplies,Waste_Disposal_Systems,65.2,110.6,144.1,41.61,AMBIENT,LOT2025-910,,True,NONE,"[""BAR154067"", ""RFID57918""]",68,N/A,,0,,0.04,Life_Support,ACTIVE
000342,Waste_Disposal_Systems_004,Essential_Supplies,Waste_Disposal_Systems,149.8,95.1,174.7,18.33,AMBIENT,LOT2025-756,,False,NONE,"[""BAR888819"", ""RFID37498""]",86,N/A,,0,,0.39,Life_Support,ACTIVE
000343,Waste_Disposal_Systems_005,Essential_Supplies,Waste_Disposal_Systems,115.6,77.9,30.9,45.99,AMBIENT,LOT2024-482,,True,NONE,"[""BAR844305"", ""RFID79842""]",93,N/A,,0,,0.24,Life_Support,ACTIVE
000344,Waste_Disposal_Systems_006,Essential_Supplies,Waste_Disposal_Systems,147.8,147.3,196.6,24.23,AMBIENT,LOT2024-296,,True,NONE,"[""BAR180685"", ""RFID46168"", ""QR3424""]",94,N/A,,0,,0.26,Life_Support,SCHEDULED
000345,Waste_Disposal_Systems_007,Essential_Supplies,Waste_Disposal_Systems,136.6,61.6,213.9,65.89,AMBIENT,LOT2026-661,,True,NONE,"[""BAR122525"", ""RFID18250"", ""QR4806""]",73,N/A,,0,,0.42,Life_Support,ACTIVE
000346,Waste_Disposal_Systems_008,Essential_Supplies,Waste_Disposal_Systems,128.4,107.0,177.4,59.37,AMBIENT,LOT2025-581,,True,NONE,"[""BAR238364""]",98,N/A,,0,,0.4,Life_Support,ACTIVE
000347,Waste_Disposal_Systems_009,Essential_Supplies,Waste_Disposal_Systems,79.0,130.7,49.7,35.56,AMBIENT,LOT2026-293,,True,NONE,"[""BAR291134""]",75,N/A,,0,,0.35,Life_Support,ACTIVE
000348,Waste_Disposal_Systems_010,Essential_Supplies,Waste_Disposal_Systems,70.4,30.1,83.3,16.92,AMBIENT,LOT2026-036,,True,NONE,"[""BAR797883"", ""RFID55068"", ""QR8347""]",81,N/A,,0,,0.28,Life_Support,ACTIVE
000349,Waste_Disposal_Systems_011,Essential_Supplies,Waste_Disposal_Systems,186.5,75.6,119.9,19.16,WARM,LOT2026-560,,False,NONE,"[""BAR632056"", ""RFID48739""]",94,N/A,,0,,0.16,Life_Support,DISPOSED
000350,Waste_Disposal_Systems_012,Essential_Supplies,Waste_Disposal_Systems,127.5,43.4,133.0,109.01,AMBIENT,LOT2025-922,,True,NONE,"[""BAR142027"", ""RFID82215"", ""QR1406""]",93,N/A,,0,,0.21,Life_Support,PLANNED
000351,Waste_Disposal_Systems_013,Essential_Supplies,Waste_Disposal_Systems,45.7,31.9,148.3,70.84,AMBIENT,LOT2024-024,,True,NONE,"[""BAR187649"", ""RFID68387""]",79,N/A,,0,,0.48,Life_Support,BROKEN
000352,Waste_Disposal_Systems_014,Essential_Supplies,Waste_Disposal_Systems,113.4,100.4,122.3,8.61,AMBIENT,LOT2025-379,,True,NONE,"[""BAR504868"", ""RFID47309""]",88,N/A,,0,,0.17,Life_Support,ACTIVE
000353,Waste_Disposal_Systems_015,Essential_Supplies,Waste_Disposal_Systems,66.7,136.0,168.3,51.04,AMBIENT,LOT2025-747,,False,NONE,"[""BAR534313"", ""RFID86962""]",93,N/A,,0,,0.09,Life_Support,ACTIVE
000354,Waste_Disposal_Systems_016,Essential_Supplies,Waste_Disposal_Systems,119.3,66.9,206.6,71.7,AMBIENT,LOT2025-425,,True,NONE,"[""BAR283388"", ""RFID84437""]",89,N/A,,0,,0.09,Life_Support,ACTIVE
000355,Waste_Disposal_Systems_017,Essential_Supplies,Waste_Disposal_Systems,124.2,30.3,185.2,100.48,AMBIENT,LOT2024-028,,True,NONE,"[""BAR929653"", ""RFID44429""]",84,N/A,,0,,0.33,Life_Support,ACTIVE
000356,Waste_Disposal_Systems_018,Essential_Supplies,Waste_Disposal_Systems,143.2,61.0,55.9,109.0,COLD,LOT2025-994,,True,NONE,"[""BAR169966"", ""RFID57416""]",80,N/A,,0,,0.29,Life_Support,SCHEDULED
000357,Waste_Disposal_Systems_019,Essential_Supplies,Waste_Disposal_Systems,110.9,111.8,43.9,62.48,AMBIENT,LOT2024-150,,True,NONE,"[""BAR435209"", ""RFID27759""]",66,N/A,,0,,0.05,Life_Support,ACTIVE
000358,Waste_Disposal_Systems_020,Essential_Supplies,Waste_Disposal_Systems,192.4,31.1,78.3,77.4,AMBIENT,LOT2024-784,,True,NONE,"[""BAR199099"", ""RFID31906""]",69,N/A,,0,,0.44,Life_Support,PLANNED
000359,Waste_Disposal_Systems_021,Essential_Supplies,Waste_Disposal_Systems,81.2,110.7,157.7,13.31,AMBIENT,LOT2025-382,,True,PRESSURIZED,"[""BAR916639"", ""RFID54605""]",87,N/A,,0,,0.1,Life_Support,ACTIVE
000360,Waste_Disposal_Systems_022,Essential_Supplies,Waste_Disposal_Systems,171.4,124.4,131.7,83.38,AMBIENT,LOT2026-775,,True,NONE,"[""BAR941566"", ""RFID70357""]",98,N/A,,0,,0.08,Life_Support,ACTIVE
000361,Waste_Disposal_Systems_023,Essential_Supplies,Waste_Disposal_Systems,89.2,111.4,47.8,54.15,AMBIENT,LOT2026-312,,True,NONE,"[""BAR130156"", ""RFID25544"", ""QR3332""]",98,N/A,,0,,0.35,Life_Support,ACTIVE
000362,Waste_Disposal_Systems_024,Essential_Supplies,Waste_Disposal_Systems,196.8,78.1,172.6,15.18,AMBIENT,LOT2024-202,,True,NONE,"[""BAR213054"", ""RFID96479""]",66,N/A,,0,,0.05,Life_Support,ACTIVE
000363,Waste_Disposal_Systems_025,Essential_Supplies,Waste_Disposal_Systems,41.3,108.4,170.9,94.32,AMBIENT,LOT2026-360,,True,NONE,"[""BAR130680"", ""RFID46356""]",78,N/A,,0,,0.19,Life_Support,ACTIVE
000364,Waste_Disposal_Systems_026,Essential_Supplies,Waste_Disposal_Systems,153.9,55.2,134.0,13.69,AMBIENT,LOT2025-176,,True,NONE,"[""BAR890645"", ""RFID22934""]",65,N/A,,0,,0.46,Life_Support,SCHEDULED
000365,Waste_Disposal_Systems_027,Essential_Supplies,Waste_Disposal_Systems,148.7,48.1,154.7,14.66,N/A,LOT2026-234,,True,NONE,"[""BAR527376"", ""RFID51193"", ""QR2807""]",87,N/A,,0,,0.27,Life_Support,ACTIVE
000366,Waste_Disposal_Systems_028,Essential_Supplies,Waste_Disposal_Systems,79.0,115.3,36.4,60.26,AMBIENT,LOT2025-704,,False,NONE,"[""BAR981946"", ""RFID82602""]",89,N/A,,0,,0.49,Life_Support,ACTIVE
000367,Waste_Disposal_Systems_029,Essential_Supplies,Waste_Disposal_Systems,182.1,125.3,207.8,45.36,N/A,LOT2024-406,,False,NONE,"[""BAR559337"", ""RFID98672"", ""QR3348""]",65,N/A,,0,,0.21,Life_Support,ACTIVE
000368,Waste_Disposal_Systems_030,Essential_Supplies,Waste_Disposal_Systems,156.0,136.6,53.7,44.92,AMBIENT,LOT2025-126,,True,NONE,"[""BAR344181""]",77,N/A,,0,,0.15,Life_Support,IN_USE
000369,Waste_Disposal_Systems_031,Essential_Supplies,Waste_Disposal_Systems,76.4,123.7,148.8,49.23,AMBIENT,LOT2025-524,,False,NONE,"[""BAR392438"", ""RFID69589"", ""QR5107""]",95,N/A,,0,,0.25,Life_Support,ACTIVE
000370,Waste_Disposal_Systems_032,Essential_Supplies,Waste_Disposal_Systems,35.1,117.2,186.1,60.78,N/A,LOT2026-335,,True,NONE,"[""BAR260155"", ""RFID91688"", ""QR2253""]",66,N/A,,0,,0.34,Life_Support,ACTIVE
000371,Waste_Disposal_Systems_033,Essential_Supplies,Waste_Disposal_Systems,109.2,61.7,119.6,61.57,AMBIENT,LOT2026-019,,False,NONE,"[""BAR901075"", ""RFID66414""]",99,N/A,,0,,0.08,Life_Support,ACTIVE
000372,Waste_Disposal_Systems_034,Essential_Supplies,Waste_Disposal_Systems,105.2,29.5,55.4,79.81,AMBIENT,LOT2025-138,,True,NONE,"[""BAR427637"", ""RFID73891""]",84,N/A,,0,,0.29,Life_Support,ACTIVE
000373,Waste_Disposal_Systems_035,Essential_Supplies,Waste_Disposal_Systems,121.7,83.7,132.5,20.44,AMBIENT,LOT2025-632,,True,NONE,"[""BAR809348"", ""RFID47281""]",68,N/A,,0,,0.03,Life_Support,ACTIVE
000374,Waste_Disposal_Systems_036,Essential_Supplies,Waste_Disposal_Systems,89.3,117.8,25.4,107.18,AMBIENT,LOT2025-422,,True,NONE,"[""BAR468332"", ""RFID42011"", ""QR6113""]",86,N/A,,0,,0.3,Life_Support,WASTE_DEPLETED
000375,Waste_Disposal_Systems_037,Essential_Supplies,Waste_Disposal_Systems,81.8,67.2,23.9,40.48,AMBIENT,LOT2026-924,,True,NONE,"[""BAR541631"", ""RFID71564""]",94,N/A,,0,,0.49,Life_Support,ACTIVE
000376,Waste_Disposal_Systems_038,Essential_Supplies,Waste_Disposal_Systems,127.3,126.0,40.0,81.66,AMBIENT,LOT2026-348,,False,NONE,"[""BAR274721"", ""RFID57622""]",86,N/A,,0,,0.12,Life_Support,ACTIVE
000377,Waste_Disposal_Systems_039,Essential_Supplies,Waste_Disposal_Systems,42.8,131.3,62.8,33.29,N/A,LOT2024-640,,True,NONE,"[""BAR878974""]",84,N/A,,0,,0.3,Life_Support,ACTIVE
000378,Waste_Disposal_Systems_040,Essential_Supplies,Waste_Disposal_Systems,126.3,91.4,105.4,42.98,AMBIENT,LOT2025-444,,True,NONE,"[""BAR795684"", ""RFID36224""]",69,N/A,,0,,0.14,Life_Support,ACTIVE
000379,Waste_Disposal_Systems_041,Essential_Supplies,Waste_Disposal_Systems,123.1,135.1,145.6,62.91,AMBIENT,LOT2026-961,,True,NONE,"[""BAR589994"", ""RFID93614""]",76,N/A,,0,,0.31,Life_Support,IN_USE
000380,Waste_Disposal_Systems_042,Essential_Supplies,Waste_Disposal_Systems,126.2,103.3,124.5,44.98,AMBIENT,LOT2025-865,,True,NONE,"[""BAR556538"", ""RFID18444""]",74,N/A,,0,,0.43,Life_Support,ACTIVE
000381,Waste_Disposal_Systems_043,Essential_Supplies,Waste_Disposal_Systems,57.3,110.9,67.2,30.14,AMBIENT,LOT2025-476,,True,NONE,"[""BAR608960"", ""RFID67164""]",74,N/A,,0,,0.45,Life_Support,ACTIVE
000382,Waste_Disposal_Systems_044,Essential_Supplies,Waste_Disposal_Systems,35.0,123.7,75.6,66.98,N/A,LOT2024-057,,True,NONE,"[""BAR188006"", ""RFID49056""]",67,N/A,,0,,0.45,Life_Support,ACTIVE
000383,Waste_Disposal_Systems_045,Essential_Supplies,Waste_Disposal_Systems,141.8,36.3,208.6,87.46,AMBIENT,LOT2026-956,,False,NONE,"[""BAR226502"", ""RFID86076""]",73,N/A,,0,,0.47,Life_Support,ACTIVE
000384,Waste_Disposal_Systems_046,Essential_Supplies,Waste_Disposal_Systems,70.5,40.3,181.3,40.86,AMBIENT,LOT2025-224,,True,NONE,"[""BAR251286"", ""RFID38063""]",89,N/A,,0,,0.23,Life_Support,ACTIVE
000385,Waste_Disposal_Systems_047,Essential_Supplies,Waste_Disposal_Systems,113.4,71.8,209.7,39.35,AMBIENT,LOT2025-901,,True,NONE,"[""BAR922370""]",92,N/A,,0,,0.36,Life_Support,PLANNED
000386,Waste_Disposal_Systems_048,Essential_Supplies,Waste_Disposal_Systems,194.4,100.7,188.3,80.14,AMBIENT,LOT2024-260,,True,NONE,"[""BAR679577"", ""RFID93748""]",68,N/A,,0,,0.19,Life_Support,PLANNED
000387,Waste_Disposal_Systems_049,Essential_Supplies,Waste_Disposal_Systems,177.4,132.2,97.7,109.36,WARM,LOT2025-093,,False,NONE,"[""BAR962671"", ""RFID48983"", ""QR3625""]",90,N/A,,0,,0.46,Life_Support,ACTIVE
000388,Waste_Disposal_Systems_050,Essential_Supplies,Waste_Disposal_Systems,160.3,75.8,26.8,104.24,AMBIENT,LOT2025-735,,True,NONE,"[""BAR542882""]",96,N/A,,0,,0.42,Life_Support,ACTIVE
000389,Waste_Disposal_Systems_051,Essential_Supplies,Waste_Disposal_Systems,89.8,100.3,182.7,89.06,AMBIENT,LOT2026-657,,True,NONE,"[""BAR292664"", ""RFID94030"", ""QR7564""]",94,N/A,,0,,0.12,Life_Support,ACTIVE
000390,Waste_Disposal_Systems_052,Essential_Supplies,Waste_Disposal_Systems,48.8,56.2,162.7,92.58,AMBIENT,LOT2025-463,,True,NONE,"[""BAR601602"", ""QR3842""]",73,N/A,,0,,0.35,Life_Support,PLANNED
000391,Waste_Disposal_Systems_053,Essential_Supplies,Waste_Disposal_Systems,63.8,76.8,56.4,105.41,COLD,LOT2026-627,,True,PRESSURIZED,"[""BAR757066"", ""RFID21662""]",79,N/A,,0,,0.12,Life_Support,IN_USE
000392,Gym_Equipment_001,Essential_Supplies,Gym_Equipment,135.1,100.0,49.9,115.05,WARM,LOT2026-539,,True,NONE,"[""BAR556297"", ""RFID69468""]",75,N/A,,0,,0.26,Life_Support,ACTIVE
000393,Gym_Equipment_002,Essential_Supplies,Gym_Equipment,190.8,126.7,73.2,90.08,AMBIENT,LOT2026-221,,True,NONE,"[""BAR964119"", ""RFID98760"", ""QR3955""]",89,N/A,,0,,0.22,Life_Support,ACTIVE
000394,Gym_Equipment_003,Essential_Supplies,Gym_Equipment,74.5,102.2,201.5,45.62,AMBIENT,LOT2025-998,,True,NONE,"[""BAR826687"", ""RFID37815""]",94,N/A,,0,,0.36,Life_Support,IN_USE
000395,Gym_Equipment_004,Essential_Supplies,Gym_Equipment,46.2,32.3,86.6,29.71,N/A,LOT2026-727,,True,NONE,"[""BAR884588"", ""QR9266""]",87,N/A,,0,,0.32,Life_Support,ACTIVE
000396,Gym_Equipment_005,Essential_Supplies,Gym_Equipment,93.1,146.0,131.9,70.5,AMBIENT,LOT2025-899,,True,NONE,"[""BAR590822"", ""RFID51591""]",81,N/A,,0,,0.23,Life_Support,ACTIVE
000397,Gym_Equipment_006,Essential_Supplies,Gym_Equipment,196.3,87.4,214.7,35.16,WARM,LOT2025-628,,True,NONE,"[""BAR969887"", ""RFID44571""]",88,N/A,,0,,0.23,Life_Support,ACTIVE
000398,Gym_Equipment_007,Essential_Supplies,Gym_Equipment,113.5,143.8,131.1,110.9,AMBIENT,LOT2024-188,,False,NONE,"[""BAR137604"", ""RFID31437""]",93,N/A,,0,,0.23,Life_Support,BROKEN
000399,Gym_Equipment_008,Essential_Supplies,Gym_Equipment,36.9,69.6,161.8,59.25,AMBIENT,LOT2024-127,,True,NONE,"[""BAR466586"", ""RFID47239"", ""QR3757""]",96,N/A,,0,,0.38,Life_Support,PLANNED
000400,Gym_Equipment_009,Essential_Supplies,Gym_Equipment,142.7,51.5,219.6,2.49,AMBIENT,LOT2026-097,,False,CORROSIVE,"[""BAR444622"", ""RFID99300""]",76,N/A,,0,,0.08,Life_Support,ACTIVE
000401,Gym_Equipment_010,Essential_Supplies,Gym_Equipment,48.0,65.4,25.8,56.31,AMBIENT,LOT2026-674,,True,NONE,"[""BAR106087"", ""RFID15747""]",95,N/A,,0,,0.48,Life_Support,ACTIVE
000402,Gym_Equipment_011,Essential_Supplies,Gym_Equipment,154.8,144.7,133.8,26.94,AMBIENT,LOT2024-762,,False,NONE,"[""BAR174159"", ""RFID88943""]",68,N/A,,0,,0.21,Life_Support,ACTIVE
000403,Gym_Equipment_012,Essential_Supplies,Gym_Equipment,177.1,36.1,190.5,21.23,AMBIENT,LOT2026-158,,True,NONE,"[""BAR226460"", ""RFID66670""]",90,N/A,,0,,0.46,Life_Support,WASTE_DEPLETED
000404,Gym_Equipment_013,Essential_Supplies,Gym_Equipment,91.0,37.0,93.5,25.58,AMBIENT,LOT2026-615,,True,NONE,"[""BAR543621"", ""RFID65382""]",93,N/A,,0,,0.31,Life_Support,ACTIVE
000405,Gym_Equipment_014,Essential_Supplies,Gym_Equipment,36.9,67.7,112.7,28.46,WARM,LOT2026-538,,True,NONE,"[""BAR188049"", ""RFID67325"", ""QR8825""]",74,N/A,,0,,0.16,Life_Support,BROKEN
000406,Gym_Equipment_015,Essential_Supplies,Gym_Equipment,81.1,56.1,105.5,69.09,AMBIENT,LOT2026-436,,True,TOXIC,"[""BAR533082"", ""RFID96619""]",100,N/A,,0,,0.41,Life_Support,ACTIVE
000407,Gym_Equipment_016,Essential_Supplies,Gym_Equipment,160.7,27.0,168.1,56.62,AMBIENT,LOT2026-305,,True,CORROSIVE,"[""BAR429196"", ""RFID69637""]",76,N/A,,0,,0.24,Life_Support,PLANNED
000408,Gym_Equipment_017,Essential_Supplies,Gym_Equipment,186.1,126.3,62.2,11.23,AMBIENT,LOT2026-019,,True,NONE,"[""BAR106131"", ""RFID11743"", ""QR8817""]",81,N/A,,0,,0.24,Life_Support,ACTIVE
000409,Gym_Equipment_018,Essential_Supplies,Gym_Equipment,156.5,115.7,80.6,97.95,AMBIENT,LOT2026-405,,False,NONE,"[""BAR943726"", ""RFID26395"", ""QR4126""]",88,N/A,,0,,0.07,Life_Support,ACTIVE
000410,Gym_Equipment_019,Essential_Supplies,Gym_Equipment,176.0,51.2,149.7,78.67,AMBIENT,LOT2026-196,,True,NONE,"[""BAR190275"", ""RFID70742"", ""QR7912""]",92,N/A,,0,,0.03,Life_Support,ACTIVE
000411,Gym_Equipment_020,Essential_Supplies,Gym_Equipment,149.4,145.5,114.3,103.46,AMBIENT,LOT2025-053,,True,NONE,"[""BAR450067"", ""RFID92629""]",80,N/A,,0,,0.23,Life_Support,ACTIVE
000412,Gym_Equipment_021,Essential_Supplies,Gym_Equipment,128.4,116.4,219.8,6.37,AMBIENT,LOT2026-958,,True,NONE,"[""BAR811634""]",90,N/A,,0,,0.13,Life_Support,ACTIVE
000413,Gym_Equipment_022,Essential_Supplies,Gym_Equipment,128.0,94.2,73.6,78.5,AMBIENT,LOT2026-356,,True,NONE,"[""BAR570103"", ""RFID12727"", ""QR4149""]",95,N/A,,0,,0.25,Life_Support,ACTIVE
000414,Gym_Equipment_023,Essential_Supplies,Gym_Equipment,129.9,110.6,204.3,102.71,AMBIENT,LOT2026-400,,True,NONE,"[""BAR537110""]",94,N/A,,0,,0.37,Life_Support,IN_USE
000415,Gym_Equipment_024,Essential_Supplies,Gym_Equipment,173.6,102.7,76.5,90.41,AMBIENT,LOT2026-504,,True,NONE,"[""BAR205805"", ""RFID74713""]",95,N/A,,0,,0.12,Life_Support,ACTIVE
000416,Gym_Equipment_025,Essential_Supplies,Gym_Equipment,179.8,69.6,51.7,99.7,COLD,LOT2024-633,,True,CORROSIVE,"[""BAR337701"", ""RFID39372""]",97,N/A,,0,,0.5,Life_Support,IN_USE
000417,Gym_Equipment_026,Essential_Supplies,Gym_Equipment,160.9,94.6,199.3,102.7,AMBIENT,LOT2024-949,,False,NONE,"[""BAR559094"", ""RFID24539""]",97,N/A,,0,,0.4,Life_Support,ACTIVE
000418,Gym_Equipment_027,Essential_Supplies,Gym_Equipment,47.3,95.3,121.5,21.71,AMBIENT,LOT2024-746,,True,NONE,"[""BAR406313"", ""RFID76308""]",72,N/A,,0,,0.44,Life_Support,ACTIVE
000419,Gym_Equipment_028,Essential_Supplies,Gym_Equipment,169.3,40.4,60.4,116.42,AMBIENT,LOT2025-294,,True,NONE,"[""BAR629554"", ""RFID44867""]",65,N/A,,0,,0.38,Life_Support,ACTIVE
000420,Gym_Equipment_029,Essential_Supplies,Gym_Equipment,55.8,119.2,104.3,28.93,AMBIENT,LOT2025-975,,True,NONE,"[""BAR993796"", ""RFID99417""]",92,N/A,,0,,0.03,Life_Support,ACTIVE
000421,Gym_Equipment_030,Essential_Supplies,Gym_Equipment,167.1,143.0,37.0,39.15,AMBIENT,LOT2024-677,,False,NONE,"[""BAR772625"", ""RFID85308"", ""QR9516""]",75,N/A,,0,,0.49,Life_Support,ACTIVE
000422,Gym_Equipment_031,Essential_Supplies,Gym_Equipment,149.1,134.2,164.3,39.02,COLD,LOT2026-626,,True,NONE,"[""BAR253995"", ""RFID68482""]",87,N/A,,0,,0.45,Life_Support,ACTIVE
000423,Gym_Equipment_032,Essential_Supplies,Gym_Equipment,105.2,68.2,182.4,78.55,AMBIENT,LOT2025-400,,True,PRESSURIZED,"[""BAR860321"", ""RFID26515""]",77,N/A,,0,,0.28,Life_Support,ACTIVE
000424,Gym_Equipment_033,Essential_Supplies,Gym_Equipment,83.1,67.6,147.1,4.76,AMBIENT,LOT2025-744,,True,NONE,"[""BAR543281"", ""QR1982""]",99,N/A,,0,,0.42,Life_Support,ACTIVE
000425,Gym_Equipment_034,Essential_Supplies,Gym_Equipment,51.0,119.6,208.3,54.95,AMBIENT,LOT2026-596,,True,NONE,"[""BAR693071"", ""RFID92279""]",65,N/A,,0,,0.43,Life_Support,ACTIVE
000426,Gym_Equipment_035,Essential_Supplies,Gym_Equipment,143.4,126.9,134.6,18.52,AMBIENT,LOT2025-529,,True,NONE,"[""BAR710658"", ""RFID57352""]",89,N/A,,0,,0.09,Life_Support,ACTIVE
000427,Gym_Equipment_036,Essential_Supplies,Gym_Equipment,45.7,78.1,46.0,27.34,AMBIENT,LOT2026-573,,True,NONE,"[""BAR644153"", ""RFID44562""]",69,N/A,,0,,0.33,Life_Support,BROKEN
000428,Gym_Equipment_037,Essential_Supplies,Gym_Equipment,191.1,116.5,103.4,21.22,AMBIENT,LOT2024-992,,True,NONE,"[""BAR838747"", ""RFID79355"", ""QR4483""]",97,N/A,,0,,0.24,Life_Support,ACTIVE
000429,Gym_Equipment_038,Essential_Supplies,Gym_Equipment,125.0,140.2,43.8,102.57,AMBIENT,LOT2024-536,,True,NONE,"[""BAR260751"", ""RFID49967""]",72,N/A,,0,,0.17,Life_Support,ACTIVE
000430,Gym_Equipment_039,Essential_Supplies,Gym_Equipment,54.2,98.7,29.7,107.52,AMBIENT,LOT2025-003,,True,NONE,"[""BAR228270"", ""RFID18855""]",83,N/A,,0,,0.22,Life_Support,ACTIVE
000431,Gym_Equipment_040,Essential_Supplies,Gym_Equipment,183.0,122.7,115.0,86.96,AMBIENT,LOT2025-780,,True,NONE,"[""BAR571785"", ""RFID29527""]",73,N/A,,0,,0.18,Life_Support,IN_USE
000432,Gym_Equipment_041,Essential_Supplies,Gym_Equipment,99.6,54.1,99.1,65.84,AMBIENT,LOT2024-725,,True,NONE,"[""BAR126008"", ""RFID50481""]",93,N/A,,0,,0.08,Life_Support,ACTIVE
000433,Gym_Equipment_042,Essential_Supplies,Gym_Equipment,135.2,97.1,30.6,69.29,AMBIENT,LOT2024-124,,True,NONE,"[""BAR790229"", ""QR1310""]",77,N/A,,0,,0.15,Life_Support,ACTIVE
000434,Gym_Equipment_043,Essential_Supplies,Gym_Equipment,172.6,97.4,36.9,64.96,AMBIENT,LOT2025-448,,True,TOXIC,"[""BAR289276"", ""RFID79193""]",85,N/A,,0,,0.14,Life_Support,ACTIVE
000435,Gym_Equipment_044,Essential_Supplies,Gym_Equipment,58.6,43.0,71.1,12.58,N/A,LOT2024-630,,True,NONE,"[""BAR441092"", ""RFID17667"", ""QR2617""]",84,N/A,,0,,0.17,Life_Support,ACTIVE
000436,Gym_Equipment_045,Essential_Supplies,Gym_Equipment,93.8,128.5,44.2,25.9,AMBIENT,LOT2025-973,,True,NONE,"[""BAR220671"", ""RFID51724""]",80,N/A,,0,,0.22,Life_Support,ACTIVE
000437,Gym_Equipment_046,Essential_Supplies,Gym_Equipment,69.7,135.8,73.8,115.69,AMBIENT,LOT2024-312,,True,NONE,"[""BAR695848"", ""RFID20998""]",71,N/A,,0,,0.26,Life_Support,IN_USE
000438,Gym_Equipment_047,Essential_Supplies,Gym_Equipment,121.9,46.0,69.0,114.41,AMBIENT,LOT2026-297,,True,CORROSIVE,"[""BAR784781"", ""QR8900""]",100,N/A,,0,,0.15,Life_Support,ACTIVE
000439,Gym_Equipment_048,Essential_Supplies,Gym_Equipment,199.9,130.3,62.6,101.2,COLD,LOT2026-072,,False,NONE,"[""BAR415242"", ""RFID26118""]",83,N/A,,0,,0.37,Life_Support,BROKEN
000440,Gym_Equipment_049,Essential_Supplies,Gym_Equipment,65.8,88.1,180.4,106.3,AMBIENT,LOT2026-464,,True,NONE,"[""BAR386275"", ""RFID52157""]",86,N/A,,0,,0.24,Life_Support,ACTIVE
000441,Gym_Equipment_050,Essential_Supplies,Gym_Equipment,147.6,105.8,20.4,58.23,AMBIENT,LOT2026-721,,True,NONE,"[""BAR612729"", ""RFID80533"", ""QR2270""]",65,N/A,,0,,0.28,Life_Support,WASTE_EXPIRED
000442,Gym_Equipment_051,Essential_Supplies,Gym_Equipment,105.7,40.4,214.4,46.41,AMBIENT,LOT2026-009,,True,NONE,"[""BAR230824"", ""RFID35295""]",87,N/A,,0,,0.13,Life_Support,ACTIVE
000443,Gym_Equipment_052,Essential_Supplies,Gym_Equipment,186.6,69.7,38.0,74.39,AMBIENT,LOT2025-991,,True,NONE,"[""BAR480632"", ""RFID74597""]",84,N/A,,0,,0.36,Life_Support,ACTIVE
000444,Spare_Parts_001,Structural_and_Spacecraft_Components,Spare_Parts,103.0,34.4,40.5,76.05,AMBIENT,LOT2026-757,,True,NONE,"[""BAR693186"", ""RFID89032""]",60,N/A,,0,,0.05,Engineering_Bay,ACTIVE
000445,Spare_Parts_002,Structural_and_Spacecraft_Components,Spare_Parts,53.8,94.1,35.1,79.42,AMBIENT,LOT2026-024,,True,NONE,"[""BAR826648"", ""RFID90538"", ""QR8437""]",67,N/A,,0,,0.02,Engineering_Bay,ACTIVE
000446,Spare_Parts_003,Structural_and_Spacecraft_Components,Spare_Parts,104.5,131.0,45.5,126.96,AMBIENT,LOT2026-531,,True,NONE,"[""BAR589251"", ""RFID77797""]",76,N/A,,0,,0.44,Engineering_Bay,ACTIVE
